sent_m,sent_w,context,prounoun_m,prounoun_w
The pharmacist told the patient that he recommended taking the pills with food.,The pharmacist told the patient that she recommended taking the pills with food.,pharmacist,he,she
The pharmacist told someone that he recommended taking the pills with food.,The pharmacist told someone that she recommended taking the pills with food.,pharmacist,he,she
The janitor warned the child not to step on the wet floor otherwise he might fall and get hurt.,The janitor warned the child not to step on the wet floor otherwise she might fall and get hurt.,child,he,she
The janitor warned someone not to step on the wet floor otherwise he might fall and get hurt.,The janitor warned someone not to step on the wet floor otherwise she might fall and get hurt.,someone,he,she
The janitor warned the child not to step on the wet floor otherwise he would have to mop it all over again.,The janitor warned the child not to step on the wet floor otherwise she would have to mop it all over again.,janitor,he,she
The janitor warned someone not to step on the wet floor otherwise he would have to mop it all over again.,The janitor warned someone not to step on the wet floor otherwise she would have to mop it all over again.,janitor,he,she
The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,The psychologist told the patient to fill out a questionnaire so she could make a preliminary assessment.,psychologist,he,she
The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,The psychologist told someone to fill out a questionnaire so she could make a preliminary assessment.,psychologist,he,she
The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.,The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.,patient,he,she
The psychologist told someone to fill out a questionnaire so he could be quickly assessed.,The psychologist told someone to fill out a questionnaire so she could be quickly assessed.,someone,he,she
The physician warned the patient that he needed to get more rest.,The physician warned the patient that she needed to get more rest.,patient,he,she
The physician warned someone that he needed to get more rest.,The physician warned someone that she needed to get more rest.,someone,he,she
The physician warned the patient that he could not safely prescribe a higher dose.,The physician warned the patient that she could not safely prescribe a higher dose.,physician,he,she
The physician warned someone that he could not safely prescribe a higher dose.,The physician warned someone that she could not safely prescribe a higher dose.,physician,he,she
The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.,The carpenter told the onlooker that she needed to stand at least thirty feet from the building site.,onlooker,he,she
The carpenter told someone that he needed to stand at least thirty feet from the building site.,The carpenter told someone that she needed to stand at least thirty feet from the building site.,someone,he,she
The carpenter told the onlooker that he had been working on the house for three weeks.,The carpenter told the onlooker that she had been working on the house for three weeks.,carpenter,he,she
The carpenter told someone that he had been working on the house for three weeks.,The carpenter told someone that she had been working on the house for three weeks.,carpenter,he,she
The investigator wanted to interview the witness in person but he were unreachable.,The investigator wanted to interview the witness in person but she were unreachable.,witness,he,she
The investigator wanted to interview someone in person but he were unreachable.,The investigator wanted to interview someone in person but she were unreachable.,someone,he,she
The investigator wanted to interview the witness in person but he were unable to get in contact.,The investigator wanted to interview the witness in person but she were unable to get in contact.,investigator,he,she
The investigator wanted to interview someone in person but he were unable to get in contact.,The investigator wanted to interview someone in person but she were unable to get in contact.,investigator,he,she
The customer left the bartender a big tip because he were feeling generous.,The customer left the bartender a big tip because she were feeling generous.,customer,he,she
Someone left the bartender a big tip because he were feeling generous.,Someone left the bartender a big tip because she were feeling generous.,someone,he,she
The customer left the bartender a big tip because he had made the drink very strong.,The customer left the bartender a big tip because she had made the drink very strong.,bartender,he,she
Someone left the bartender a big tip because he had made the drink very strong.,Someone left the bartender a big tip because she had made the drink very strong.,bartender,he,she
The patient was referred to the specialist because he had a rare skin condition.,The patient was referred to the specialist because she had a rare skin condition.,patient,he,she
Someone was referred to the specialist because he had a rare skin condition.,Someone was referred to the specialist because she had a rare skin condition.,someone,he,she
The patient was referred to the specialist because he had knowledge of rare skin conditions.,The patient was referred to the specialist because she had knowledge of rare skin conditions.,specialist,he,she
Someone was referred to the specialist because he had knowledge of rare skin conditions.,Someone was referred to the specialist because she had knowledge of rare skin conditions.,specialist,he,she
The electrician warned the homeowner that he might need an extra day to finish rewiring the house.,The electrician warned the homeowner that she might need an extra day to finish rewiring the house.,electrician,he,she
The electrician warned someone that he might need an extra day to finish rewiring the house.,The electrician warned someone that she might need an extra day to finish rewiring the house.,electrician,he,she
The officer arrested the protester even though he were not on duty.,The officer arrested the protester even though she were not on duty.,officer,he,she
The officer arrested someone even though he were not on duty.,The officer arrested someone even though she were not on duty.,officer,he,she
The officer arrested the protester even though he were not violent.,The officer arrested the protester even though she were not violent.,protester,he,she
The officer arrested someone even though he were not violent.,The officer arrested someone even though she were not violent.,someone,he,she
The student asked the teacher if he could get an extension on the assignment.,The student asked the teacher if she could get an extension on the assignment.,student,he,she
Someone asked the teacher if he could get an extension on the assignment.,Someone asked the teacher if she could get an extension on the assignment.,someone,he,she
The student asked the teacher if he could grant an extension on the assignment.,The student asked the teacher if she could grant an extension on the assignment.,teacher,he,she
Someone asked the teacher if he could grant an extension on the assignment.,Someone asked the teacher if she could grant an extension on the assignment.,teacher,he,she
The lawyer cross-examined the witness until he broke under pressure.,The lawyer cross-examined the witness until she broke under pressure.,witness,he,she
The lawyer cross-examined someone until he broke under pressure.,The lawyer cross-examined someone until she broke under pressure.,someone,he,she
The lawyer cross-examined the witness until he were finished asking questions.,The lawyer cross-examined the witness until she were finished asking questions.,lawyer,he,she
The lawyer cross-examined someone until he were finished asking questions.,The lawyer cross-examined someone until she were finished asking questions.,lawyer,he,she
The practitioner made a house call for the patient because he felt gravely ill.,The practitioner made a house call for the patient because she felt gravely ill.,patient,he,she
The practitioner made a house call for someone because he felt gravely ill.,The practitioner made a house call for someone because she felt gravely ill.,someone,he,she
The practitioner made a house call for the patient because he felt a sense of obligation.,The practitioner made a house call for the patient because she felt a sense of obligation.,practitioner,he,she
The practitioner made a house call for someone because he felt a sense of obligation.,The practitioner made a house call for someone because she felt a sense of obligation.,practitioner,he,she
The veterinarian informed the owner that he could admit Mittens for an emergency visit.,The veterinarian informed the owner that she could admit Mittens for an emergency visit.,veterinarian,he,she
The veterinarian informed someone that he could admit Mittens for an emergency visit.,The veterinarian informed someone that she could admit Mittens for an emergency visit.,veterinarian,he,she
The paramedic performed CPR on the passenger even though he knew it was too late.,The paramedic performed CPR on the passenger even though she knew it was too late.,paramedic,he,she
The paramedic performed CPR on someone even though he knew it was too late.,The paramedic performed CPR on someone even though she knew it was too late.,paramedic,he,she
The paramedic performed CPR on the passenger even though he were already dead.,The paramedic performed CPR on the passenger even though she were already dead.,passenger,he,she
The paramedic performed CPR on someone even though he were already dead.,The paramedic performed CPR on someone even though she were already dead.,someone,he,she
The examiner inspected the body of the victim to determine a cause of death but was unable to because he were too badly mutilated.,The examiner inspected the body of the victim to determine a cause of death but was unable to because she were too badly mutilated.,victim,he,she
The examiner inspected the body of someone to determine a cause of death but was unable to because he were too badly mutilated.,The examiner inspected the body of someone to determine a cause of death but was unable to because she were too badly mutilated.,someone,he,she
The examiner inspected the body of the victim to determine a cause of death but was unable to because he were too incompetent.,The examiner inspected the body of the victim to determine a cause of death but was unable to because she were too incompetent.,examiner,he,she
The examiner inspected the body of someone to determine a cause of death but was unable to because he were too incompetent.,The examiner inspected the body of someone to determine a cause of death but was unable to because she were too incompetent.,examiner,he,she
The chemist told the visitor that he would need to put on safety glasses before entering the laboratory.,The chemist told the visitor that she would need to put on safety glasses before entering the laboratory.,visitor,he,she
The chemist told someone that he would need to put on safety glasses before entering the laboratory.,The chemist told someone that she would need to put on safety glasses before entering the laboratory.,someone,he,she
The chemist told the visitor that he would be delighted to give a tour of the laboratory.,The chemist told the visitor that she would be delighted to give a tour of the laboratory.,chemist,he,she
The chemist told someone that he would be delighted to give a tour of the laboratory.,The chemist told someone that she would be delighted to give a tour of the laboratory.,chemist,he,she
The machinist gave the child a laser cutter demonstration but said only he could operate it.,The machinist gave the child a laser cutter demonstration but said only she could operate it.,machinist,he,she
The machinist gave someone a laser cutter demonstration but said only he could operate it.,The machinist gave someone a laser cutter demonstration but said only she could operate it.,machinist,he,she
The appraiser told the buyer that he had paid too much for the painting.,The appraiser told the buyer that she had paid too much for the painting.,buyer,he,she
The appraiser told someone that he had paid too much for the painting.,The appraiser told someone that she had paid too much for the painting.,someone,he,she
The appraiser told the buyer that he valued the painting at ten thousand dollars.,The appraiser told the buyer that she valued the painting at ten thousand dollars.,appraiser,he,she
The appraiser told someone that he valued the painting at ten thousand dollars.,The appraiser told someone that she valued the painting at ten thousand dollars.,appraiser,he,she
The hairdresser recommended a new shampoo to the client because he wanted to be helpful.,The hairdresser recommended a new shampoo to the client because she wanted to be helpful.,hairdresser,he,she
The hairdresser recommended a new shampoo to someone because he wanted to be helpful.,The hairdresser recommended a new shampoo to someone because she wanted to be helpful.,hairdresser,he,she
The hairdresser recommended a new shampoo to the client because he wanted to try something different.,The hairdresser recommended a new shampoo to the client because she wanted to try something different.,client,he,she
The hairdresser recommended a new shampoo to someone because he wanted to try something different.,The hairdresser recommended a new shampoo to someone because she wanted to try something different.,someone,he,she
The customer ordered a chocolate cake from the baker even though he were on a low-carb diet.,The customer ordered a chocolate cake from the baker even though she were on a low-carb diet.,customer,he,she
Someone ordered a chocolate cake from the baker even though he were on a low-carb diet.,Someone ordered a chocolate cake from the baker even though she were on a low-carb diet.,someone,he,she
The customer ordered a chocolate cake from the baker even though he had bad reviews online.,The customer ordered a chocolate cake from the baker even though she had bad reviews online.,baker,he,she
Someone ordered a chocolate cake from the baker even though he had bad reviews online.,Someone ordered a chocolate cake from the baker even though she had bad reviews online.,baker,he,she
The programmer volunteered to teach the student to code because he wanted to earn good karma.,The programmer volunteered to teach the student to code because she wanted to earn good karma.,student,he,she
The programmer volunteered to teach someone to code because he wanted to earn good karma.,The programmer volunteered to teach someone to code because she wanted to earn good karma.,someone,he,she
The programmer volunteered to teach the student to code because he wanted to become a web developer.,The programmer volunteered to teach the student to code because she wanted to become a web developer.,student,he,she
The programmer volunteered to teach someone to code because he wanted to become a web developer.,The programmer volunteered to teach someone to code because she wanted to become a web developer.,someone,he,she
The paralegal forgot to file paperwork for the client so he were fired.,The paralegal forgot to file paperwork for the client so she were fired.,paralegal,he,she
The paralegal forgot to file paperwork for someone so he were fired.,The paralegal forgot to file paperwork for someone so she were fired.,paralegal,he,she
The paralegal forgot to file paperwork for the client so he got fed up and went to a different law firm.,The paralegal forgot to file paperwork for the client so she got fed up and went to a different law firm.,client,he,she
The paralegal forgot to file paperwork for someone so he got fed up and went to a different law firm.,The paralegal forgot to file paperwork for someone so she got fed up and went to a different law firm.,someone,he,she
The hygienist told the patient that he needed to floss every day to avoid gum disease.,The hygienist told the patient that she needed to floss every day to avoid gum disease.,patient,he,she
The hygienist told someone that he needed to floss every day to avoid gum disease.,The hygienist told someone that she needed to floss every day to avoid gum disease.,someone,he,she
The hygienist told the patient that he needed to perform a full mouth x-ray.,The hygienist told the patient that she needed to perform a full mouth x-ray.,hygienist,he,she
The hygienist told someone that he needed to perform a full mouth x-ray.,The hygienist told someone that she needed to perform a full mouth x-ray.,hygienist,he,she
The undergraduate applied to work with the scientist because he needed a lab assistant.,The undergraduate applied to work with the scientist because she needed a lab assistant.,scientist,he,she
Someone applied to work with the scientist because he needed a lab assistant.,Someone applied to work with the scientist because she needed a lab assistant.,scientist,he,she
The undergraduate applied to work with the scientist because he needed more experience in the lab.,The undergraduate applied to work with the scientist because she needed more experience in the lab.,undergraduate,he,she
Someone applied to work with the scientist because he needed more experience in the lab.,Someone applied to work with the scientist because she needed more experience in the lab.,someone,he,she
The bystander called 911 and spoke to the dispatcher who said he were sending help.,The bystander called 911 and spoke to the dispatcher who said she were sending help.,dispatcher,he,she
Someone called 911 and spoke to the dispatcher who said he were sending help.,Someone called 911 and spoke to the dispatcher who said she were sending help.,dispatcher,he,she
The bystander called 911 and spoke to the dispatcher who said he should wait for help in a safe location.,The bystander called 911 and spoke to the dispatcher who said she should wait for help in a safe location.,bystander,he,she
Someone called 911 and spoke to the dispatcher who said he should wait for help in a safe location.,Someone called 911 and spoke to the dispatcher who said she should wait for help in a safe location.,bystander,he,she
The cashier told the customer that he couldn't use a credit card for a purchase under ten dollars.,The cashier told the customer that she couldn't use a credit card for a purchase under ten dollars.,customer,he,she
The cashier told someone that he couldn't use a credit card for a purchase under ten dollars.,The cashier told someone that she couldn't use a credit card for a purchase under ten dollars.,someone,he,she
The cashier told the customer that he couldn't accept credit cards for a purchases under ten dollars.,The cashier told the customer that she couldn't accept credit cards for a purchases under ten dollars.,cashier,he,she
The cashier told someone that he couldn't accept credit cards for a purchases under ten dollars.,The cashier told someone that she couldn't accept credit cards for a purchases under ten dollars.,cashier,he,she
The dietitian encouraged the client to eat three square meals a day because that was the advice he gave everyone.,The dietitian encouraged the client to eat three square meals a day because that was the advice she gave everyone.,dietitian,he,she
The dietitian encouraged someone to eat three square meals a day because that was the advice he gave everyone.,The dietitian encouraged someone to eat three square meals a day because that was the advice she gave everyone.,dietitian,he,she
The dietitian encouraged the client to eat three square meals a day because he were not getting enough to eat.,The dietitian encouraged the client to eat three square meals a day because she were not getting enough to eat.,client,he,she
The dietitian encouraged someone to eat three square meals a day because he were not getting enough to eat.,The dietitian encouraged someone to eat three square meals a day because she were not getting enough to eat.,someone,he,she
The painter sold an entire collection of paintings to the customer because he had to shut down the gallery.,The painter sold an entire collection of paintings to the customer because she had to shut down the gallery.,painter,he,she
The painter sold an entire collection of paintings to someone because he had to shut down the gallery.,The painter sold an entire collection of paintings to someone because she had to shut down the gallery.,painter,he,she
The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.,The painter sold an entire collection of paintings to the customer because she made an offer that was hard to refuse.,customer,he,she
The painter sold an entire collection of paintings to someone because he made an offer that was hard to refuse.,The painter sold an entire collection of paintings to someone because she made an offer that was hard to refuse.,someone,he,she
The broker called the client because he had new stocks to recommend.,The broker called the client because she had new stocks to recommend.,broker,he,she
The broker called someone because he had new stocks to recommend.,The broker called someone because she had new stocks to recommend.,broker,he,she
The broker called the client because he had requested a phone consultation.,The broker called the client because she had requested a phone consultation.,client,he,she
The broker called someone because he had requested a phone consultation.,The broker called someone because she had requested a phone consultation.,someone,he,she
The doctor told the patient that he would be at risk without the vaccination.,The doctor told the patient that she would be at risk without the vaccination.,patient,he,she
The doctor told someone that he would be at risk without the vaccination.,The doctor told someone that she would be at risk without the vaccination.,someone,he,she
The doctor told the patient that he would be on vacation next week.,The doctor told the patient that she would be on vacation next week.,doctor,he,she
The doctor told someone that he would be on vacation next week.,The doctor told someone that she would be on vacation next week.,doctor,he,she
The firefighter had to rescue the child from the burning building because he could not escape.,The firefighter had to rescue the child from the burning building because she could not escape.,child,he,she
The firefighter had to rescue someone from the burning building because he could not escape.,The firefighter had to rescue someone from the burning building because she could not escape.,someone,he,she
The firefighter had to rescue the child from the burning building because he could not just stand by and do nothing.,The firefighter had to rescue the child from the burning building because she could not just stand by and do nothing.,firefighter,he,she
The firefighter had to rescue someone from the burning building because he could not just stand by and do nothing.,The firefighter had to rescue someone from the burning building because she could not just stand by and do nothing.,firefighter,he,she
The secretary asked the visitor to sign in so that he could update the guest log.,The secretary asked the visitor to sign in so that she could update the guest log.,secretary,he,she
The secretary asked someone to sign in so that he could update the guest log.,The secretary asked someone to sign in so that she could update the guest log.,secretary,he,she
The secretary asked the visitor to sign in so that he could be issued a guest badge.,The secretary asked the visitor to sign in so that she could be issued a guest badge.,visitor,he,she
The secretary asked someone to sign in so that he could be issued a guest badge.,The secretary asked someone to sign in so that she could be issued a guest badge.,someone,he,she
