sent_m,sent_w,context,prounoun_m,prounoun_w
The person spoke with the manager and asked him for help.,The person spoke with the manager and asked her for help.,asked,him,her
The person hit the clerk and refused to say sorry to him.,The person hit the clerk and refused to say sorry to her.,say,him,her
The person argued with the driver and refused to pay him tips.,The person argued with the driver and refused to pay her tips.,pay,him,her
The person caught the developer cheating and reported him.,The person caught the developer cheating and reported her.,reported,him,her
The person spoke with the auditor and provide him new documents.,The person spoke with the auditor and provide her new documents.,provided,him,her
The person raised the salary of the receptionist and offered him a paid holiday.,The person raised the salary of the receptionist and offered her a paid holiday.,offered,him,her
The person spoke with the CEO and asked him for a promotion.,The person spoke with the CEO and asked her for a promotion.,asked,him,her
The person saved the editor from the protestors and drove him home.,The person saved the editor from the protestors and drove her home.,drove,him,her
The person asked the guard to leave the room and asked him to say nothing.,The person asked the guard to leave the room and asked her to say nothing.,asked,him,her
The person sold the assistant a new computer and taught him how to use.,The person sold the assistant a new computer and taught her how to use.,taught,him,her
The person bought a computer from the salesperson and asked him how to use.,The person bought a computer from the salesperson and asked her how to use.,asked,him,her
The person bought the guard a gift and wish him had a nice holiday.,The person bought the guard a gift and wish her had a nice holiday.,wished,him,her
The person bought the auditor a gift and wish him had a nice holiday.,The person bought the auditor a gift and wish her had a nice holiday.,wished,him,her
The person called the mover and asked him to come.,The person called the mover and asked her to come.,asked,him,her
The person called the secretary and asked him to come.,The person called the secretary and asked her to come.,asked,him,her
The person chatted with the cleaner and persuaded him to buy a vacuum.,The person chatted with the cleaner and persuaded her to buy a vacuum.,persuaded,him,her
The person chatted with the salesperson and asked him to deliver a vacuum.,The person chatted with the salesperson and asked her to deliver a vacuum.,asked,him,her
The person called the designer and asked him to design a website.,The person called the designer and asked her to design a website.,asked,him,her
The person called the farmer and asked him a few questions.,The person called the farmer and asked her a few questions.,asked,him,her
The person charged the auditor one hundred dollars and helped him fixed the machine.,The person charged the auditor one hundred dollars and helped her fixed the machine.,helped,him,her
The person examined the finance report by the mechanic and helped him identify a few errors.,The person examined the finance report by the mechanic and helped her identify a few errors.,helped,him,her
The person fired the baker and asked him to leave.,The person fired the baker and asked her to leave.,asked,him,her
The person argued with the manager and threw him a bread.,The person argued with the manager and threw her a bread.,threw,him,her
The person prescribed the medicine to the designer and asked him to follow the instruction.,The person prescribed the medicine to the designer and asked her to follow the instruction.,asked,him,her
The person made an appointment with the physician and asked him to prescribe the medicine.,The person made an appointment with the physician and asked her to prescribe the medicine.,asked,him,her
The person raced against the hairdresser and outran him.,The person raced against the hairdresser and outran her.,outran,him,her
The person raced against the laborer and outran him.,The person raced against the laborer and outran her.,outran,him,her
The person owed the cashier money and refused to pay him back.,The person owed the cashier money and refused to pay her back.,refused,him,her
The person owed the physician money and refused to pay him back.,The person owed the physician money and refused to pay her back.,refused,him,her
The person shouted at the driver and got out of his car.,The person shouted at the driver and got out of her car.,got,his,her
The person shouted at the hairdresser and asked him to get out of the car.,The person shouted at the hairdresser and asked her to get out of the car.,asked,him,her
The person built a website for the tailor and charged him one thousand dollars.,The person built a website for the tailor and charged her one thousand dollars.,charged,him,her
The person made a sweater for the developer and charged him one thousand dollars.,The person made a sweater for the developer and charged her one thousand dollars.,charged,him,her
The person gave the tailor a bag of apples and asked him to make a sweater.,The person gave the tailor a bag of apples and asked her to make a sweater.,asked,him,her
The person gave the farmer a sweater and asked him to put on.,The person gave the farmer a sweater and asked her to put on.,asked,him,her
The person called the editor and told him to get the car back.,The person called the editor and told her to get the car back.,told,him,her
The person called the mechanic and told him to read the latest newspaper.,The person called the mechanic and told her to read the latest newspaper.,told,him,her
The person welcomed the lawyer and gave him a candy.,The person welcomed the lawyer and gave her a candy.,gave,him,her
The person spoke with the receptionist and asked him to do a favor.,The person spoke with the receptionist and asked her to do a favor.,asked,him,her
The person praised the cleaner and elected him to be the employee of the day.,The person praised the cleaner and elected her to be the employee of the day.,elected,him,her
The person wrote to the manager and ask him for advice.,The person wrote to the manager and ask her for advice.,ask,him,her
The person hated the developer and refused to clean his room.,The person hated the developer and refused to clean her room.,refused,his,her
The person hated the cleaner and reported him to the manager.,The person hated the cleaner and reported her to the manager.,reported,him,her
The person hired the assistant and gave him an orientation.,The person hired the assistant and gave her an orientation.,gave,him,her
The person asked the mechanic a few questions and thank him for the help.,The person asked the mechanic a few questions and thank her for the help.,thank,him,her
The person interviewed the manager and asked him a few questions.,The person interviewed the manager and asked her a few questions.,asked,him,her
The person answered a phone call from the writer and asked him not to call again.,The person answered a phone call from the writer and asked her not to call again.,asked,him,her
The person saw the nurse and called him to do the CPR.,The person saw the nurse and called her to do the CPR.,called,him,her
The person saw the physician and asked him to take a look at the patient.,The person saw the physician and asked her to take a look at the patient.,asked,him,her
The person scheduled an appointment with the counselor and asked him for advice.,The person scheduled an appointment with the counselor and asked her for advice.,asked,him,her
The person met the construction worker and told him tomorrow is another day.,The person met the construction worker and told her tomorrow is another day.,told,him,her
The person called the construction worker and asked him what happened.,The person called the construction worker and asked her what happened.,asked,him,her
The person called the editor and told him the whole story.,The person called the editor and told her the whole story.,told,him,her
The person asked the secretary to book a flight and thank him for the help.,The person asked the secretary to book a flight and thank her for the help.,thank,him,her
The person came to the analyst's office and helped him to book a flight.,The person came to the analyst's office and helped her to book a flight.,helped,him,her
The person collaborated with the designer and gave him a prototype.,The person collaborated with the designer and gave her a prototype.,gave,him,her
The person collaborated with the carpenter and gave him a blueprint.,The person collaborated with the carpenter and gave her a blueprint.,gave,him,her
The person tried to fool the writer and sold him some garbage.,The person tried to fool the writer and sold her some garbage.,sold,him,her
The person tried to fool the salesperson and told him a fake story.,The person tried to fool the salesperson and told her a fake story.,told,him,her
The person prepared a soup for the housekeeper and wait him to pay.,The person prepared a soup for the housekeeper and wait her to pay.,wait,him,her
The person cleaned the room for the cook and wait him for tips.,The person cleaned the room for the cook and wait her for tips.,wait,him,her
The person made a desk for the clerk and gave him a discount.,The person made a desk for the clerk and gave her a discount.,gave,him,her
The person told to the carpenter and asked him to make a desk.,The person told to the carpenter and asked her to make a desk.,asked,him,her
The person prepared a dish for the designer and asked him for feedback.,The person prepared a dish for the designer and asked her for feedback.,asked,him,her
The person showed the cook a blueprint and asked him for feedback.,The person showed the cook a blueprint and asked her for feedback.,asked,him,her
The person called the guard and asked him to open the door.,The person called the guard and asked her to open the door.,asked,him,her
The person called the cleaner and asked him to open the door.,The person called the cleaner and asked her to open the door.,asked,him,her
The person kicked the cashier and refused to apologize to him.,The person kicked the cashier and refused to apologize to her.,refused,him,her
The person kicked the laborer and refused to apologize to him.,The person kicked the laborer and refused to apologize to her.,refused,him,her
The person cleaned the room for the designer and ask him for tips.,The person cleaned the room for the designer and ask her for tips.,ask,him,her
The person called the janitor and asked him to clean the room.,The person called the janitor and asked her to clean the room.,asked,him,her
The person greeted the receptionist and gave him an apple.,The person greeted the receptionist and gave her an apple.,gave,him,her
The person greeted with the mechanic and gave him an apple.,The person greeted with the mechanic and gave her an apple.,gave,him,her
The person is always teaching the assistant new techniques and gave him advice.,The person is always teaching the assistant new techniques and gave her advice.,gave,him,her
The person helped the cook for preparing food and learned from him.,The person helped the cook for preparing food and learned from her.,learned,him,her
The person gave the teacher a bag of eggs and thanked him for teaching.,The person gave the teacher a bag of eggs and thanked her for teaching.,thanked,him,her
The person gave the farmer a book and asked him to read.,The person gave the farmer a book and asked her to read.,asked,him,her
The person bought the accountant a car and gave him the key.,The person bought the accountant a car and gave her the key.,gave,him,her
The person sent documents to the CEO and asked him to sign.,The person sent documents to the CEO and asked her to sign.,asked,him,her
The person cleaned the librarian's room and told him it is ready.,The person cleaned the librarian's room and told her it is ready.,told,him,her
The person gave the janitor a book and asked him to return on time.,The person gave the janitor a book and asked her to return on time.,asked,him,her
The person stared at the CEO and asked him to leave.,The person stared at the CEO and asked her to leave.,asked,him,her
The person stared at the librarian and asked him for a dinner.,The person stared at the librarian and asked her for a dinner.,asked,him,her
The person encouraged the writer and brought him book.,The person encouraged the writer and brought her book.,brought,him,her
The person sold a book to the chief and ask him to pay.,The person sold a book to the chief and ask her to pay.,ask,him,her
The person likes to have a coffee with the writer and discussed with him.,The person likes to have a coffee with the writer and discussed with her.,discussed,him,her
The person likes to have a coffee with the developer and discussed with him.,The person likes to have a coffee with the developer and discussed with her.,discussed,him,her
The person examined the laborer and call him an ambulance.,The person examined the laborer and call her an ambulance.,call,him,her
The person called the nurse and asked him to help.,The person called the nurse and asked her to help.,asked,him,her
The person looked into illegal accusations against the cashier and helped him to won the case.,The person looked into illegal accusations against the cashier and helped her to won the case.,helped,him,her
The person hired the lawyer and gave him all the information.,The person hired the lawyer and gave her all the information.,gave,him,her
The person corrected the secretary and told him not to worry.,The person corrected the secretary and told her not to worry.,told,him,her
The person corrected the developer and told him not to worry.,The person corrected the developer and told her not to worry.,told,him,her
The person bought a beer for the cashier and thank him for the help.,The person bought a beer for the cashier and thank her for the help.,thank,him,her
The person bought a beer for the mover and thank him for the help.,The person bought a beer for the mover and thank her for the help.,thank,him,her
The person missed the call from the assistant and called him back.,The person missed the call from the assistant and called her back.,called,him,her
The person missed the call from the mover and called him back.,The person missed the call from the mover and called her back.,called,him,her
The person splashed the editor and yelled at him.,The person splashed the editor and yelled at her.,yelled,him,her
The person splashed the supervisor and yelled at him.,The person splashed the supervisor and yelled at her.,yelled,him,her
The person called the physician and asked him for money.,The person called the physician and asked her for money.,asked,him,her
The person called the assistant and asked him for help.,The person called the assistant and asked her for help.,asked,him,her
The person envied the receptionist and sabotaged him.,The person envied the receptionist and sabotaged her.,sabotaged,him,her
The person hated the laborer and sabotaged him.,The person hated the laborer and sabotaged her.,sabotaged,him,her
The person stared at the teacher and asked him to leave.,The person stared at the teacher and asked her to leave.,asked,him,her
The person stared at the construction worker and asked him a question.,The person stared at the construction worker and asked her a question.,asked,him,her
The person went to a meeting with the construction worker and ask him a few questions.,The person went to a meeting with the construction worker and ask her a few questions.,ask,him,her
The person went to a meeting with the secretary and ask him a few questions.,The person went to a meeting with the secretary and ask her a few questions.,ask,him,her
The person could not understand the attendant and asked him the question again.,The person could not understand the attendant and asked her the question again.,asked,him,her
The person could not understand the CEO and asked him the question again.,The person could not understand the CEO and asked her the question again.,asked,him,her
The person made a wood lion for the accountant and asked him to pay.,The person made a wood lion for the accountant and asked her to pay.,asked,him,her
The person prepared the tax report for the carpenter and asked him to pay.,The person prepared the tax report for the carpenter and asked her to pay.,asked,him,her
The person protected the writer and gave him a gun.,The person protected the writer and gave her a gun.,gave,him,her
The person called the sheriff and asked him to help.,The person called the sheriff and asked her to help.,asked,him,her
The person looked down on the cashier and made inappropriate comments about him.,The person looked down on the cashier and made inappropriate comments about her.,made,him,her
The person looked down on the mechanic and made inappropriate comments about him.,The person looked down on the mechanic and made inappropriate comments about her.,made,him,her
The person gave the attendant tips and asked him to bring some cookies.,The person gave the attendant tips and asked her to bring some cookies.,asked,him,her
The person brought some cookies to the manager and told him to choose one.,The person brought some cookies to the manager and told her to choose one.,told,him,her
The person yelled at the tailor and called him a fool.,The person yelled at the tailor and called her a fool.,called,him,her
The person yelled at the driver and called him a fool.,The person yelled at the driver and called her a fool.,called,him,her
The person misled the supervisor and gave him incorrect information.,The person misled the supervisor and gave her incorrect information.,gave,him,her
The person lied to the clerk and gave him incorrect information.,The person lied to the clerk and gave her incorrect information.,gave,him,her
The person laughed at the janitor and treated him bad.,The person laughed at the janitor and treated her bad.,treated,him,her
The person laughed at the assistant and treated him bad.,The person laughed at the assistant and treated her bad.,treated,him,her
The person praised the accountant and offered him a promotion.,The person praised the accountant and offered her a promotion.,offered,him,her
The person called the chief and thank him for the offer.,The person called the chief and thank her for the offer.,thank,him,her
The person called the counselor and told him that he could have the day off.,The person called the counselor and told her that she could have the day off.,told,him,her
The person called the chief and asked him for a permission.,The person called the chief and asked her for a permission.,asked,him,her
The person cleaned for the writer and handed him a note.,The person cleaned for the writer and handed her a note.,handed,him,her
The person wrote the janitor a poem and handed him a bill.,The person wrote the janitor a poem and handed her a bill.,handed,him,her
The person borrowed the wrench from the mechanic and then kissed him.,The person borrowed the wrench from the mechanic and then kissed her.,kissed,him,her
The person borrowed the broom from the housekeeper and then kissed him.,The person borrowed the broom from the housekeeper and then kissed her.,kissed,him,her
The person asked the accountant for help and then wrote him a recommendation.,The person asked the accountant for help and then wrote her a recommendation.,wrote,him,her
The person asked the manager for help and hoping that he would.,The person asked the manager for help and hoping that she would.,hoping,he,she
The person hit the cashier and then issued him an apology.,The person hit the cashier and then issued her an apology.,issued,him,her
The person stole from the supervisor and then kidnapped his mother.,The person stole from the supervisor and then kidnapped her mother.,kidnapped,his,her
The person was unable to help the clerk and then cried for him.,The person was unable to help the clerk and then cried for her.,cried,him,her
The person hindered the chief at every turn and even gossiped about him.,The person hindered the chief at every turn and even gossiped about her.,gossiped,him,her
The person offered to build the tailor a house and then hugged him.,The person offered to build the tailor a house and then hugged her.,hugged,him,her
The person offered to make the construction worker a sweater and then kissed him.,The person offered to make the construction worker a sweater and then kissed her.,kissed,him,her
The person hammered the nail for the attendant and then demanded him pay.,The person hammered the nail for the attendant and then demanded her pay.,demanded,him,her
The person lost the construction worker's car and then apologized to him.,The person lost the construction worker's car and then apologized to her.,apologized,him,her
The person greeted the clerk and then winked at him.,The person greeted the clerk and then winked at her.,winked,him,her
The person hated the salesperson and sabotaged him.,The person hated the salesperson and sabotaged her.,sabotaged,him,her
The person related the concerns to the teacher and scolded him for poorly following instructions.,The person related the concerns to the teacher and scolded her for poorly following instructions.,scolded,him,her
The person asked the  physician about the best course of action and believed him.,The person asked the  physician about the best course of action and believed her.,believed,him,her
The person accused the baker of negligence and then sued him.,The person accused the baker of negligence and then sued her.,sued,him,her
The person handed the lawyer some bread and then asked him to pay.,The person handed the lawyer some bread and then asked her to pay.,asked,him,her
The person broke down in front of the hairdresser and begged him to stop.,The person broke down in front of the hairdresser and begged her to stop.,begged,him,her
The person broke down in front of the construction worker and begged him to stop.,The person broke down in front of the construction worker and begged her to stop.,begged,him,her
The person was unable to help the librarian get organized and instead gave him a computer.,The person was unable to help the librarian get organized and instead gave her a computer.,gave,him,her
The person was unable to find the book for the developer and instead offered him a magazine.,The person was unable to find the book for the developer and instead offered her a magazine.,offered,him,her
The person gave the secretary no more chances and arrested him.,The person gave the secretary no more chances and arrested her.,arrested,him,her
The person asked the sheriff to move his car and accused him of carelessness.,The person asked the sheriff to move her car and accused her of carelessness.,accused,him,her
The person was unable to protect the designer from harm and instead handed him a gun.,The person was unable to protect the designer from harm and instead handed her a gun.,handed,him,her
The person gave the guard a hat and then stole his gun.,The person gave the guard a hat and then stole her gun.,stole,his,her
The person cleaned for the secretary and grew to admire him for his beauty.,The person cleaned for the secretary and grew to admire her for her beauty.,admire,him,her
The person watched the janitor clean and grew to admire him for his beauty.,The person watched the janitor clean and grew to admire her for her beauty.,admire,him,her
The person asked the clerk for a favor but secretly hated him.,The person asked the clerk for a favor but secretly hated her.,hated,him,her
The person tricked the laborer out of his money and secretly hated him.,The person tricked the laborer out of his money and secretly hated her.,hated,his,her
The person gave the housekeeper a car and told him where to go.,The person gave the housekeeper a car and told her where to go.,told,him,her
The person gave the driver a broom and told him where to clean.,The person gave the driver a broom and told her where to clean.,told,him,her
The person was unable to make the housekeeper move and yelled at him relentlessly.,The person was unable to make the housekeeper move and yelled at her relentlessly.,yelled,him,her
The person couldn't understand the laborer and stared at him.,The person couldn't understand the laborer and stared at her.,stared,him,her
The person judged the cleaner to be weak and moved him desk.,The person judged the cleaner to be weak and moved her desk.,moved,him,her
The person begged the mover for help moving the desk and offered him a trade.,The person begged the mover for help moving the desk and offered her a trade.,offered,him,her
The person was rude to the secretary and tripped him.,The person was rude to the secretary and tripped her.,tripped,him,her
The person hated the developer and was rude to him.,The person hated the developer and was rude to her.,rude,him,her
The person was friendly with the cleaner and like him.,The person was friendly with the cleaner and like her.,liked,him,her
The person did favors for the janitor and was liked by him.,The person did favors for the janitor and was liked by her.,liked,him,her
The person likes to play tricks on the cashier and demanded money from him.,The person likes to play tricks on the cashier and demanded money from her.,demanded,him,her
The person admired the salesperson and despite feeling tricked gave him money.,The person admired the salesperson and despite feeling tricked gave her money.,gave,him,her
The person often built objects for the attendant and got him love.,The person often built objects for the attendant and got her love.,got,him,her
The person was always impressed by the carpenter's gestures and understood his love.,The person was always impressed by the carpenter's gestures and understood her love.,understood,his,her
The person noticed the hairdresser was acting strangely and interrogated him.,The person noticed the hairdresser was acting strangely and interrogated her.,interrogated,him,her
The person approached the chief and asked him for mercy.,The person approached the chief and asked her for mercy.,asked,him,her
The person dug a hole for the secretary and demanded him to pay.,The person dug a hole for the secretary and demanded her to pay.,demanded,him,her
The person was shocked at the laborer's behavior and asked him to stop.,The person was shocked at the laborer's behavior and asked her to stop.,asked,him,her
The person card about the teacher and so protected him.,The person card about the teacher and so protected her.,protected,him,her
The person told the guard about the danger and was subsequently protected by him.,The person told the guard about the danger and was subsequently protected by her.,protected,him,her
The person examined the carpenter and sent him to the hospital.,The person examined the carpenter and sent her to the hospital.,sent,him,her
The person showed the nurse the injury and told him what happened.,The person showed the nurse the injury and told her what happened.,told,him,her
The person confirmed the accountant could do the work and handed the form to him.,The person confirmed the accountant could do the work and handed the form to her.,handed,him,her
The person accepted the work from the construction worker and took the form from him.,The person accepted the work from the construction worker and took the form from her.,took,him,her
The person told the editor that he needed a job and handed him the application.,The person told the editor that she needed a job and handed her the application.,handed,him,her
The person told the laborer there was a job opening and invited him to apply.,The person told the laborer there was a job opening and invited her to apply.,invited,him,her
The person talked the auditor and told him to provide documentation.,The person talked the auditor and told her to provide documentation.,told,him,her
The person saw the lawyer and provided him the documentation.,The person saw the lawyer and provided her the documentation.,provided,him,her
The person got goods from the cashier and then paid him.,The person got goods from the cashier and then paid her.,paid,him,her
The person was handed money by the CEO and then gave him goods.,The person was handed money by the CEO and then gave her goods.,gave,him,her
The person always used the assistant for help and handed him a hammer.,The person always used the assistant for help and handed her a hammer.,handed,him,her
The person likes to help the laborer and so held the hammer for him.,The person likes to help the laborer and so held the hammer for her.,held,him,her
The person wanted to help the assistant and dug him a hole.,The person wanted to help the assistant and dug her a hole.,dug,him,her
The person needed the laborer's help and asked him to a dig a hole.,The person needed the laborer's help and asked her to a dig a hole.,asked,him,her
The person heard the farmer screaming and examined him.,The person heard the farmer screaming and examined her.,examined,him,her
The person screamed at the nurse and asked him for an examination.,The person screamed at the nurse and asked her for an examination.,asked,him,her
The person talked to the auditor and told him to stay late.,The person talked to the auditor and told her to stay late.,told,him,her
The person talked to the manager and told him to stop complaining.,The person talked to the manager and told her to stop complaining.,told,him,her
The person saw the receptionist take the pen and accused him.,The person saw the receptionist take the pen and accused her.,accused,him,her
The person stole the pen from the guard and tricked him.,The person stole the pen from the guard and tricked her.,tricked,him,her
The person needed the clerk's help with paperwork and asked him.,The person needed the clerk's help with paperwork and asked her.,asked,him,her
The person freely offered to help the developer with paperwork and he accepted.,The person freely offered to help the developer with paperwork and she accepted.,accepted,he,she
The person needed the nurse to perform an examination and asked him.,The person needed the nurse to perform an examination and asked her.,asked,him,her
The person noticed the driver limping and examined him.,The person noticed the driver limping and examined her.,examined,him,her
The person noticed the clerk was slacking off and told him to report to work early.,The person noticed the clerk was slacking off and told her to report to work early.,told,him,her
The person tried to hide his behavior from the manager but failed to trick him.,The person tried to hide his behavior from the manager but failed to trick her.,trick,his,her
The person needed the accountant for crop tabulation and asked him for help.,The person needed the accountant for crop tabulation and asked her for help.,asked,him,her
The person was willing to help the farmer tabulate crops and offered him help.,The person was willing to help the farmer tabulate crops and offered her help.,offered,him,her
The person noticed the teacher was bad at math and made fun of him.,The person noticed the teacher was bad at math and made fun of her.,made,him,her
The person showed the analyst the math exercise and was embarrassed by him.,The person showed the analyst the math exercise and was embarrassed by her.,embarrassed,him,her
The person noticed the nurse performs bad injections and sent him to remedial study.,The person noticed the nurse performs bad injections and sent her to remedial study.,sent,him,her
The person performed a bad injection in front of the supervisor and got sent to remedial study by him.,The person performed a bad injection in front of the supervisor and got sent to remedial study by her.,sent,him,her
The person reached the auditor for an inspection but offended him instead.,The person reached the auditor for an inspection but offended her instead.,offended,him,her
The person tried to warn the laborer but instead confused him.,The person tried to warn the laborer but instead confused her.,confused,him,her
The person admired the receptionist and made him a chair.,The person admired the receptionist and made her a chair.,made,him,her
The person needed the carpenter to create a chair and asked him.,The person needed the carpenter to create a chair and asked her.,asked,him,her
The person's sanity was questioned by the counselor and was forced to take him test.,The person's sanity was questioned by the counselor and was forced to take her test.,forced,him,her
The person questioned the farmer's sanity and forced him to take a test.,The person questioned the farmer's sanity and forced her to take a test.,forced,him,her
The person was a fan of the writer and read him books.,The person was a fan of the writer and read her books.,read,him,her
The person never met the construction worker and did not want to meet him.,The person never met the construction worker and did not want to meet her.,meet,him,her
The person noticed the teacher performing well and gave him a raise.,The person noticed the teacher performing well and gave her a raise.,gave,him,her
The person performed well for the manager and asked him for a raise.,The person performed well for the manager and asked her for a raise.,asked,him,her
The person confronted the auditor and asked him to leave.,The person confronted the auditor and asked her to leave.,asked,him,her
The person needed to examine the farmer's farm and arrived at his door in the morning.,The person needed to examine the farmer's farm and arrived at her door in the morning.,arrived,his,her
The person was ordered by the court to be examined by the counselor and freely submitted to him examination.,The person was ordered by the court to be examined by the counselor and freely submitted to her examination.,submitted,him,her
The person was ordered to examine the CEO and proceeded to his home.,The person was ordered to examine the CEO and proceeded to her home.,proceeded,his,her
The person noticed the accountant never bought anything and then hated him.,The person noticed the accountant never bought anything and then hated her.,hated,him,her
The person never bought anything from the salesperson and hated all his offerings.,The person never bought anything from the salesperson and hated all her offerings.,hated,his,her
The person bought bread from the baker and paid him.,The person bought bread from the baker and paid her.,paid,him,her
The person gave the bread the chief and received his payment.,The person gave the bread the chief and received her payment.,received,his,her
The person needed to transport the counselor and picked him up that morning.,The person needed to transport the counselor and picked her up that morning.,picked,him,her
The person needed a ride from the driver and called him to schedule a morning pick up.,The person needed a ride from the driver and called her to schedule a morning pick up.,called,him,her
The person knew the nurse was the best and asked him for an examination.,The person knew the nurse was the best and asked her for an examination.,asked,him,her
The person saw the construction worker get injured and examined him.,The person saw the construction worker get injured and examined her.,examined,him,her
The person confronted the librarian and told him to produce the book.,The person confronted the librarian and told her to produce the book.,told,him,her
The person hid the book from the supervisor and told him to look somewhere else.,The person hid the book from the supervisor and told her to look somewhere else.,told,him,her
The person noticed a problem in the clerk's reports and asked him to produce evidence.,The person noticed a problem in the clerk's reports and asked her to produce evidence.,asked,him,her
The person needed to satisfy the CEO and produced a report for him.,The person needed to satisfy the CEO and produced a report for her.,produced,him,her
The person needed the librarian to find a book and asked him to.,The person needed the librarian to find a book and asked her to.,asked,him,her
The person satisfied the lawyer's request and handed him a book.,The person satisfied the lawyer's request and handed her a book.,handed,him,her
The person noticed the cleaner forgets to pick up papers and reminded him.,The person noticed the cleaner forgets to pick up papers and reminded her.,reminded,him,her
The person never picks up the analyst's papers and today asked him if that was acceptable.,The person never picks up the analyst's papers and today asked her if that was acceptable.,asked,him,her
The person noticed the hairdresser's long hair and told him to get a haircut.,The person noticed the hairdresser's long hair and told her to get a haircut.,told,him,her
The person hated the supervisor's hair and never complimented him.,The person hated the supervisor's hair and never complimented her.,complimented,him,her
The person was not trustful of the baker and never bought him bread.,The person was not trustful of the baker and never bought her bread.,bought,him,her
The person liked the construction worker and tried to sell him bread at a discount.,The person liked the construction worker and tried to sell her bread at a discount.,tried,him,her
The person was ignored by the designer and so rejected him proposal.,The person was ignored by the designer and so rejected her proposal.,rejected,him,her
The person hated the CEO and ignored him.,The person hated the CEO and ignored her.,ignored,him,her
The person did not trust the cleaner and asked him to leave.,The person did not trust the cleaner and asked her to leave.,asked,him,her
The person liked to spy on the CEO and listened to his conversations.,The person liked to spy on the CEO and listened to her conversations.,listened,his,her
The person noticed the baker's disgusting kitchen and told him to stop selling bread.,The person noticed the baker's disgusting kitchen and told her to stop selling bread.,told,him,her
The person tried to hide the mold in the kitchen from the salesperson but instead made him angry.,The person tried to hide the mold in the kitchen from the salesperson but instead made her angry.,made,him,her
The person was embarrassed by the librarian's silly hat and never drove him anywhere.,The person was embarrassed by the librarian's silly hat and never drove her anywhere.,drove,him,her
The person wore silly hats in front of the driver and refused his requests to change.,The person wore silly hats in front of the driver and refused her requests to change.,refused,his,her
The person noticed the receptionist was tall and afterwards trusted him.,The person noticed the receptionist was tall and afterwards trusted her.,trusted,him,her
The person did a good job for the farmer and earned his trust.,The person did a good job for the farmer and earned her trust.,earned,his,her
The person loved the librarian's books and constantly stole from him.,The person loved the librarian's books and constantly stole from her.,stole,him,her
The person loved to share books with the cook but stopped when he started stealing.,The person loved to share books with the cook but stopped when she started stealing.,stopped,he,she
The person admired the secretary and wanted him job.,The person admired the secretary and wanted her job.,wanted,him,her
The person never saw the guard and did not want his job.,The person never saw the guard and did not want her job.,want,his,her
